text,start,end,entities,duration,top_three_entities
United States are similar NE neither principle I guess um now now China does Taiwan they've been very clear about not there like like Hawaii or something Hawaii you know um and Hawaii is pretty significant for China the island of fosa not not Taiwan that is um not part of China but should is because of the US Pacific yes China has been very clear that um,1776.279,1854.279,"[('United States', 0, 13, 'GPE'), ('NE', 26, 28, 'LOC'), ('China', 29, 34, 'GPE'), ('Taiwan', 0, 6, 'GPE'), ('Hawaii', 20, 26, 'GPE'), ('Hawaii', 0, 6, 'GPE'), ('Hawaii', 7, 13, 'GPE'), ('China', 0, 5, 'GPE'), ('Taiwan', 33, 39, 'GPE'), ('China', 23, 28, 'GPE'), ('the US Pacific', 14, 28, 'LOC'), ('China', 4, 9, 'GPE')]",78.0,"['China', 'Hawaii', 'Taiwan']"
they will incorporate Taiwan uh,1851.2,1857.919,"[('Taiwan', 22, 28, 'GPE')]",6.719000000000051,['Taiwan']
their standpoint is 100% absolutely so in after World War I the on Germany um and um and and you know settled JY with uh was a lot of BL there was a fair quite a bit of blame to um go around for World put it all in Germany seeds for World War want Vengeance um so after World War II they're like well the Treaty of asai was a huge mistake um in World War I R Revolt Germany we're going to help reor you know Austria and the other you know Italy and whatnot uh it's amazing on many levels first of one I wish first of all I wish I um our our AI Gro is modeled after the Hedgehog got to the Galaxy uh which is one of my favorite books uh which is like this AI system has an what it's all about the Curiosity you MH um so for the other sort of AIS out hallucinates Mo most when you least um Trace things back to physics first basically well as you said I think one,1860.48,2285.2000000000003,"[('100%', 20, 24, 'PERCENT'), ('World War I the', 23, 38, 'EVENT'), ('Germany', 3, 10, 'GPE'), ('JY', 25, 27, 'PERSON'), ('BL', 13, 15, 'ORG'), ('World', 33, 38, 'WORK_OF_ART'), ('Germany', 14, 21, 'GPE'), ('World War', 10, 19, 'EVENT'), ('World War II', 27, 39, 'EVENT'), ('Treaty', 22, 28, 'LAW'), ('World War', 21, 30, 'EVENT'), ('Revolt Germany', 2, 16, 'GPE'), ('Austria', 14, 21, 'GPE'), ('Italy', 5, 10, 'GPE'), ('first', 31, 36, 'ORDINAL'), ('first', 11, 16, 'ORDINAL'), ('AI Gro', 13, 19, 'PRODUCT'), ('Galaxy', 20, 26, 'PRODUCT'), ('one', 0, 3, 'CARDINAL'), ('AI', 10, 12, 'PRODUCT'), ('Curiosity', 24, 33, 'ORG'), ('AIS', 31, 34, 'ORG'), ('Mo', 13, 15, 'PERSON'), ('first', 32, 37, 'ORDINAL'), ('one', 35, 38, 'CARDINAL')]",424.72000000000025,"['first', 'Germany', 'World War']"
of the big goals of XI is to understand,2283.24,2288.9199999999996,"[('XI', 20, 22, 'CARDINAL')]",5.679999999999836,['XI']
three-word uh,2288.92,2295.119,"[('three', 0, 5, 'CARDINAL')]",6.199000000000069,['three']
"coming up with The Theory of Everything physics discoveries if an AI cannot not equal to humans let Al nor has MH now the the range of possibilities together to get an AI system a large it doesn't make any sense MH so it has bunch of first and then you get no ey in Team America oh wait there whole Consciousness emotion atoms and maybe AI can pave the path to the Discovery what whatever the hell conscious um one of the two I like the beginning of the universe the first time aliens that's one of the like the FY of Earth for believe the archaeological record Earth is about 4 and half billion the first writing is only about 5,000 there to the ancient samarians who",2310.599,2776.3590000000004,"[('The Theory of Everything', 15, 39, 'WORK_OF_ART'), ('AI', 26, 28, 'PRODUCT'), ('Al', 24, 26, 'PERSON'), ('MH', 0, 2, 'ORG'), ('AI', 19, 21, 'PRODUCT'), ('MH', 26, 28, 'ORG'), ('first', 9, 14, 'ORDINAL'), ('Team America', 9, 21, 'LOC'), ('Consciousness', 6, 19, 'PRODUCT'), ('AI', 16, 18, 'PRODUCT'), ('Discovery', 4, 13, 'PRODUCT'), ('one', 13, 16, 'CARDINAL'), ('two', 24, 27, 'CARDINAL'), ('first', 30, 35, 'ORDINAL'), ('one', 14, 17, 'CARDINAL'), ('Earth', 3, 8, 'LOC'), ('Earth', 7, 12, 'LOC'), ('first', 4, 9, 'ORDINAL'), ('only about 5,000', 21, 37, 'CARDINAL'), ('samarians', 21, 30, 'NORP')]",465.7600000000002,"['AI', 'first', 'MH']"
"archaic pre uniform was the first actual 5,000 years started that's 1 millionth of Earth's",2776.359,2793.7599999999998,"[('first', 28, 33, 'ORDINAL'), ('5,000 years', 0, 11, 'DATE'), ('1 millionth', 15, 26, 'CARDINAL'), ('Earth', 30, 35, 'LOC')]",17.40099999999984,"['first', '5,000 years', '1 millionth']"
4 and half billion will heat heat the Earth up it's some and and Earth will become like Venus annihilation of all life on Earth is a scale uh half a billion standards but that's only 10% longer than Earth has been around at all mhm so if if life had taken 10% longer to evolve on Earth it wouldn't exist at Earth developed a lot of cool stuff very bunch of long Dead one planet civilizations don't pass through and one the Amazon the on contact tribes were Andre kathi said it's like the ants in,2812.92,3009.44,"[('4 and half billion', 0, 18, 'MONEY'), ('Earth', 19, 24, 'LOC'), ('Earth', 8, 13, 'LOC'), ('Venus', 31, 36, 'LOC'), ('Earth', 28, 33, 'LOC'), ('scale uh half a billion', 0, 23, 'CARDINAL'), ('only 10%', 21, 29, 'PERCENT'), ('Earth', 5, 10, 'LOC'), ('10%', 21, 24, 'PERCENT'), ('Earth', 10, 15, 'LOC'), ('Earth', 0, 5, 'LOC'), ('one', 19, 22, 'CARDINAL'), ('one', 37, 40, 'CARDINAL'), ('Amazon', 4, 10, 'ORG'), ('Andre kathi', 0, 11, 'PERSON')]",196.51999999999998,"['Earth', 'one', '4 and half billion']"
the Amazon asking where's,3006.72,3011.3999999999996,"[('Amazon', 4, 10, 'ORG')]",4.679999999999836,['Amazon']
between VAR that wner hog talking about the jungle no I have not but wner hog has a,3019.48,3038.359,"[('VAR', 8, 11, 'ORG'), ('wner hog', 5, 13, 'ORG'), ('wner hog', 18, 26, 'PERSON')]",18.878999999999905,"['wner hog', 'VAR']"
yeah it's on YouTube it's it's,3041.119,3047.799,"[('YouTube', 13, 20, 'PRODUCT')]",6.679999999999836,['YouTube']
bear documentary The Bear documentary like 70 miles away penguin has just head you know this is the first time in the history of Earth that it's been possible for life to extend beyond Earth um that want to be one of those lame One Planet would be one planet there's not going to be a Wikipedia entry for one of those and uh pause uh do SpaceX have an you're with Einstein that you believe in Spinosa yes uh so you know that's a view physics or as Einstein said through the lawful Harmony of the world yeah I would Tesla we create simulations all the time back super high Heating and um overal do so maybe uh we both play Diablo maybe Diablo was created to see if a druid your character could defeat Uber Lilith hatred uh in the Eternal realm yeah yeah 100 nightmare Dungeons and still I I I can cruise through tier 100 nightmare the second hottest boss is durial durial games um at one point I was you know was the first paid orts tournament in the US um we doing four person Quake um we came second I was the second best would have come first except the best second but I got money for it and no spring spring chicken these days and um the to be totally Frank it's driving me crazy trying to beat Lilith as a druid basically try trying to beat,3051.44,3459.599,"[('Bear', 21, 25, 'ORG'), ('70 miles', 5, 13, 'QUANTITY'), ('first', 21, 26, 'ORDINAL'), ('Earth', 11, 16, 'LOC'), ('Earth', 26, 31, 'LOC'), ('One', 29, 32, 'CARDINAL'), ('one', 9, 12, 'CARDINAL'), ('one', 25, 28, 'CARDINAL'), ('SpaceX', 25, 31, 'PERSON'), ('Einstein', 12, 20, 'PERSON'), ('Spinosa', 0, 7, 'PERSON'), ('Einstein', 14, 22, 'PERSON'), ('Harmony', 7, 14, 'PRODUCT'), ('Tesla', 0, 5, 'ORG'), ('Heating', 16, 23, 'ORG'), ('Diablo', 28, 34, 'ORG'), ('Diablo', 0, 6, 'ORG'), ('Lilith', 33, 39, 'PERSON'), ('Eternal', 17, 24, 'ORG'), ('100', 0, 3, 'CARDINAL'), ('Dungeons', 14, 22, 'ORG'), ('100', 24, 27, 'CARDINAL'), ('second', 4, 10, 'ORDINAL'), ('durial durial', 27, 40, 'PERSON'), ('one', 12, 15, 'CARDINAL'), ('first', 8, 13, 'ORDINAL'), ('US', 4, 6, 'GPE'), ('four', 19, 23, 'CARDINAL'), ('second', 11, 17, 'ORDINAL'), ('second', 28, 34, 'ORDINAL'), ('first', 16, 21, 'ORDINAL'), ('second', 0, 6, 'ORDINAL'), ('these days', 25, 35, 'DATE'), ('Frank', 21, 26, 'PERSON'), ('Lilith', 24, 30, 'PERSON'), ('druid', 0, 5, 'ORG')]",408.1590000000001,"['second', 'first', 'one']"
player yeah and I think Diablo so you're with the Paragon board and the build are trying to figure out the Paragon board the SS have huge balls in um the say SS have huge balls um they do uh lth with a because you get these seasonally but to defeat hatred imposs it's impossible it seems like like the idea that Elon Musk because I saw I was playing diao yesterday and I,3476.2,3573.1600000000003,"[('Diablo', 24, 30, 'PERSON'), ('Paragon', 9, 16, 'ORG'), ('Paragon', 25, 32, 'ORG'), ('SS', 4, 6, 'ORG'), ('SS', 4, 6, 'ORG'), ('lth', 0, 3, 'ORG'), ('seasonally', 0, 10, 'DATE'), ('imposs', 0, 6, 'ORG'), ('Elon Musk', 19, 28, 'PERSON'), ('yesterday', 23, 32, 'DATE')]",96.96000000000049,"['Paragon', 'SS', 'Diablo']"
saw 100 level 100 Druid just run by I,3569.44,3575.68,"[('100', 4, 7, 'CARDINAL'), ('Druid', 18, 23, 'PRODUCT')]",6.239999999999782,"['100', 'Druid']"
Elon Musk is fighting goldilock zone um and I guess you best game ever top five for sure I think P Dynamic R TV even doesn't need to be a strategy you use to solve one battle is you said Druid on Eternal against Uber Lilith is the hardest boss battle you've four on I I'm not sure it's possible but maybe if I just tweak that Paragon board well that's the human Spirit right there one of those things where you wish for wish for World Peace sounds goodh but nature whether it's 1984 with surveillance and fear or Brave New World go to Brave New World we could ask it Som it's going to go to Brave New World around since the 1950s it's used to,3580.2,3937.16,"[('Elon Musk', 0, 9, 'PERSON'), ('goldilock zone', 0, 14, 'PERSON'), ('five', 19, 23, 'CARDINAL'), ('P Dynamic', 0, 9, 'PRODUCT'), ('one', 26, 29, 'CARDINAL'), ('Druid on Eternal', 9, 25, 'ORG'), ('Lilith', 0, 6, 'PERSON'), ('four', 0, 4, 'CARDINAL'), ('Paragon', 27, 34, 'ORG'), ('Spirit', 22, 28, 'PRODUCT'), ('one', 0, 3, 'CARDINAL'), ('World Peace', 9, 20, 'EVENT'), ('1984', 20, 24, 'DATE'), ('Brave New World', 25, 40, 'ORG'), ('Brave New World', 6, 21, 'LOC'), ('Brave New World', 24, 39, 'ORG'), ('the 1950s', 13, 22, 'DATE')]",356.96000000000004,"['Brave New World', 'one', 'Elon Musk']"
risks it's pretty good oh wait a minute healthcare professional and remember in first ah my apologies I was thinking of now this Huxley dystopia now Som is a altering hucog genic drug that's used to by the way Elon just read directly from Nails it in conclusion Som from Brave,3959.16,4125.679,"[('a minute', 31, 39, 'TIME'), ('healthcare professional', 0, 23, 'ORG'), ('first', 0, 5, 'ORDINAL'), ('Huxley', 9, 15, 'PERSON'), ('hucog', 9, 14, 'ORG'), ('Elon', 11, 15, 'ORG'), ('Som from Brave', 23, 37, 'ORG')]",166.51900000000023,"['a minute', 'healthcare professional', 'first']"
New World is fictional drug that used to,4123.88,4127.12,"[('New World', 0, 9, 'ORG')]",3.2399999999997817,['New World']
headon nailed know squashed uh dis in my C5 C6 so it efficiently is a big Focus for xai uh what's the uh first of all what's the with from first principles and think about things in the limit One Direction other so um in the limit even at the CF wat so that's where I I think probably standpoint of AI is that we have a shortage in about a year ironically have a silic and shortage today um a probably in about a year and then just about two years I I gave a speech for roughly 1/3 if very rough terms 1/3 electricity 1/3 transport 1/3 heating um second or the worst day of the year or,4139.52,4415.36,"[('headon', 0, 6, 'PERSON'), ('C5 C6', 27, 32, 'PRODUCT'), ('Focus for xai', 21, 34, 'ORG'), ('first', 17, 22, 'ORDINAL'), ('first', 10, 15, 'ORDINAL'), ('One', 26, 29, 'CARDINAL'), ('CF', 37, 39, 'PRODUCT'), ('wat', 0, 3, 'PERSON'), ('AI', 14, 16, 'ORG'), ('about a year', 12, 24, 'DATE'), ('today', 26, 31, 'DATE'), ('about a year', 12, 24, 'DATE'), ('about two years', 0, 15, 'DATE'), ('roughly 1/3', 0, 11, 'CARDINAL'), ('1/3', 32, 35, 'CARDINAL'), ('1/3', 12, 15, 'CARDINAL'), ('1/3', 26, 29, 'CARDINAL'), ('second', 0, 6, 'ORDINAL'), ('the worst day of the year', 10, 35, 'DATE')]",275.83999999999924,"['1/3', 'first', 'about a year']"
blackout for several days in in in,4417.48,4421.12,"[('several days', 13, 25, 'DATE')]",3.6400000000003274,['several days']
"Austin you've got a Hydro power plant you can can you can produce energy at night and use it during the day so you can for power plants is anywhere from 2 to 5 first principle of reasoning in this probably in about a year um three 300,000 volts and it's got to step about Google and Microsoft with open AI ensure with xai and uh Tesla AI work Cassandra on the subject for over a careful in how we develop AI objective third party who can be like a publicly um you know Jeff Hinton for example left Google and he voiced strong concerns but now he's not at Google",4419.36,4661.239,"[('Austin', 0, 6, 'PERSON'), ('Hydro', 13, 18, 'ORG'), ('night', 30, 35, 'TIME'), ('the day', 14, 21, 'DATE'), ('2', 34, 35, 'CARDINAL'), ('first', 0, 5, 'ORDINAL'), ('about a year', 12, 24, 'DATE'), ('three 300,000 volts', 0, 19, 'QUANTITY'), ('Google', 6, 12, 'ORG'), ('Microsoft', 17, 26, 'ORG'), ('Tesla', 23, 28, 'ORG'), ('AI', 29, 31, 'PRODUCT'), ('Cassandra', 0, 9, 'PERSON'), ('AI', 26, 28, 'PRODUCT'), ('third', 10, 15, 'ORDINAL'), ('Jeff Hinton', 21, 32, 'PERSON'), ('Google', 13, 19, 'ORG'), ('Google', 29, 35, 'ORG')]",241.8789999999999,"['Google', 'AI', 'Austin']"
I like I know Tesla gets a lot of 100 regulatory agencies Domestic Bally regulations that Tesla has to adhere to,4664.84,4681.08,"[('Tesla', 14, 19, 'ORG'), ('100', 0, 3, 'CARDINAL'), ('Domestic Bally', 24, 38, 'ORG'), ('Tesla', 17, 22, 'ORG')]",16.23999999999978,"['Tesla', '100', 'Domestic Bally']"
for SpaceX for Starship launch is Rocket and I'm like wait a second how a challenge at one point is that they shock MH and um now the ocean's very big zero and and and so then we will then we you do an NDA or essentially zero um then there's another until you know a few months ago uh that of the look at the look at the Pacific what percentage of the Pacific consists,4689.96,4827.879999999999,"[('SpaceX for Starship', 4, 23, 'WORK_OF_ART'), ('a second', 25, 33, 'TIME'), ('one', 15, 18, 'CARDINAL'), ('MH', 6, 8, 'ORG'), ('zero', 0, 4, 'CARDINAL'), ('NDA', 10, 13, 'ORG'), ('zero', 12, 16, 'CARDINAL'), ('a few months ago', 15, 31, 'DATE'), ('Pacific', 31, 38, 'LOC'), ('Pacific', 23, 30, 'LOC')]",137.91999999999916,"['zero', 'Pacific', 'SpaceX for Starship']"
whales like basically 0% um and if our that is the the Fate haded that's a well however it emerged yes well I mean one one of the things that's pretty wild is California we had to they were worried seals would be dismayed by the Sonic rockets launched out of vur and the seal play Sonic Boom sounds to it to see if,4831.12,4900.239,"[('0%', 22, 24, 'PERCENT'), ('Fate', 16, 20, 'PERSON'), ('one', 35, 38, 'CARDINAL'), ('one', 0, 3, 'CARDINAL'), ('California', 0, 10, 'GPE'), ('Sonic', 31, 36, 'ORG'), ('vur', 24, 27, 'ORG'), ('Sonic Boom', 5, 15, 'PERSON')]",69.11899999999969,"['one', '0%', 'Fate']"
pros and cons of open sourcing AI to you,4995.8,5000.320000000001,"[('AI', 31, 33, 'PRODUCT')]",4.520000000000437,['AI']
"8,000 A1 100s running at Peak um and Rock's going to get a lot better doubling our compute every couple months for the next several months there's a",5027.76,5044.28,"[('8,000', 0, 5, 'CARDINAL'), ('A1 100s', 6, 13, 'ORG'), ('Peak', 25, 29, 'LOC'), ('Rock', 7, 11, 'ORG'), ('every couple months', 21, 40, 'DATE'), ('the next several months', 4, 27, 'DATE')]",16.519999999999527,"['8,000', 'A1 100s', 'Peak']"
